epoch,train_loss,val_loss,dice
1,0.4089776347504883,0.33748332858085633,0.15000000000700342
2,0.37878316858919653,0.2855335593223572,0.429073266685009
3,0.32255500264284087,0.24933280944824218,0.32370730936527253
4,0.2609243733672107,0.2924814909696579,0.47999686002731323
5,0.3089473090338998,0.20901903361082078,0.5598665833473205
6,0.26164467851972073,0.2508749157190323,0.5210581511259079
7,0.24033788977781448,0.2002476453781128,0.8016680717468262
8,0.23679006808414693,0.15726641993969678,0.7120349287986756
9,0.24492716553007685,0.21738958060741426,0.7604161500930786
10,0.22443270908168902,0.22349394857883453,0.7221250534057617
11,0.23157301268017874,0.3150407463312149,0.6317131757736206
12,0.2324368367198764,0.13610132038593292,0.783999752998352
13,0.21907372827210078,0.14577401503920556,0.6939598560333252
14,0.2090751314308585,0.10304606109857559,0.8957291722297669
15,0.17822283061175812,0.1355456978082657,0.8129186153411865
16,0.206604688632779,0.13181719779968262,0.6843211710453033
17,0.21921342956583675,0.19607149288058281,0.7633434653282165
18,0.20639575972426227,0.09428798295557499,0.7198708653450012
19,0.21551644831623246,0.11297138407826424,0.6950411558151245
20,0.17825652849746915,0.14221647679805755,0.7714069485664368
21,0.2013311712752755,0.11643270254135132,0.882459306716919
22,0.1963884063155913,0.13001212030649184,0.815092396736145
23,0.17674931166012112,0.15813855528831483,0.711238420009613
24,0.19157158578859595,0.1413239896297455,0.7977816104888916
25,0.20582817962802039,0.2295454554259777,0.791507625579834
26,0.1966046879931194,0.10610795468091964,0.7633326649665833
27,0.15782929707045962,0.15870325416326522,0.7184927821159363
28,0.17966493566679517,0.16169511824846267,0.7232086300849915
29,0.19091258198022842,0.16468217968940735,0.7005143225193023
30,0.16596690908346962,0.11938591971993447,0.8005109429359436
31,0.1491848399362913,0.1818809151649475,0.7848505020141602
32,0.15627402875845026,0.13472154438495637,0.7157566666603088
33,0.1560075528828836,0.09796708971261978,0.8329294919967651
34,0.16283467877656221,0.13316648155450822,0.7511841475963592
35,0.16786410173446667,0.16591592729091645,0.6882855951786041
36,0.18831211455711505,0.1686360865831375,0.8716845989227295
37,0.1641938102136298,0.14639780521392823,0.8344369411468506
38,0.15563353028420995,0.11881423890590667,0.778036642074585
39,0.19037363278429684,0.1241553008556366,0.7939900040626526
40,0.14379842402186335,0.14343599900603293,0.628961706161499
41,0.15327208770847903,0.12054349780082703,0.8334960460662841
42,0.23389833574978316,0.07299293125979603,0.6547833681106567
43,0.17828382165511933,0.15175088346004487,0.6695451974868775
44,0.14801123969983765,0.09209127575159073,0.8387112379074096
45,0.1423196232446083,0.24002540707588196,0.8193455934524536
46,0.1652653346621863,0.11772184297442437,0.831370735168457
47,0.18561315818167315,0.1263379603624344,0.9077913761138916
48,0.1599115135443465,0.11286280304193497,0.8612997531890869
49,0.2004630177667955,0.13018573373556136,0.7358578443527222
50,0.1686035041674608,0.14442191123962403,0.8162302613258362
51,0.16160780686612536,0.1520644247531891,0.84272620677948
52,0.16414554471649775,0.15899136215448378,0.7490657091140747
53,0.16224633241867328,0.12493422031402587,0.8205612659454345
54,0.15750631194834303,0.13223613575100898,0.824853265285492
55,0.13884960468177024,0.12281706631183624,0.8116904854774475
56,0.1368667968526119,0.253173432033509,0.7641419768333435
57,0.149464239298207,0.17282735407352448,0.748034942150116
58,0.15178571287088277,0.11656066626310349,0.7961708664894104
59,0.165706816447399,0.17868020236492158,0.7359770655632019
60,0.15169831519810165,0.12774792611598967,0.8293291807174683
61,0.14609497474654146,0.31790128350257874,0.6791653275489807
62,0.1571659163412888,0.08188878484070301,0.8063259363174439
63,0.17779650522123386,0.09475474953651428,0.8229791164398194
64,0.1524413302540779,0.17340991497039795,0.7451055884361267
65,0.15563518940130386,0.11248197257518769,0.9043170809745789
66,0.14126655785082953,0.13237379342317582,0.8677685379981994
67,0.15727939476683542,0.1251631299033761,0.8541407585144043
68,0.14077662522109544,0.08287348449230195,0.7480270743370057
69,0.1378192795758567,0.1516583666205406,0.7398032665252685
70,0.1464038541222491,0.11585985273122787,0.7983448028564453
71,0.1719717076275407,0.1600399762392044,0.7378946304321289
72,0.15112142719146682,0.13180785477161408,0.7722347259521485
73,0.16547234295072352,0.18983306288719176,0.77562255859375
74,0.17193403467535973,0.11153837740421295,0.7782948970794678
75,0.17152303211936137,0.13657094836235045,0.8738553166389466
76,0.16401435721029595,0.1970461942255497,0.8571530818939209
77,0.1668747545833268,0.15588421374559402,0.8224788665771484
78,0.14599018693878885,0.2061659350991249,0.6742156744003296
79,0.17834631371788862,0.12761512100696565,0.8071521639823913
80,0.13145383847195927,0.09159601330757142,0.8327598333358764
81,0.14195325823001018,0.09930455461144447,0.8378027319908142
82,0.15131452815925203,0.14124054610729217,0.7878583788871765
83,0.1708309222467062,0.11372130215168,0.8845544815063476
84,0.13691819145730355,0.10546275973320007,0.8633582592010498
85,0.1645648690712888,0.09863128289580345,0.7504161834716797
86,0.15396341604248778,0.11191478371620178,0.7721790671348572
87,0.14069915690073154,0.11276150979101658,0.798673951625824
88,0.1306252084309008,0.12324847057461738,0.8492628574371338
89,0.1426927365019077,0.11767670512199402,0.87772057056427
90,0.13642121905960689,0.09882286554202438,0.8781012296676636
91,0.11770819059414107,0.0848238117992878,0.9226885437965393
92,0.13752948915267862,0.14931201040744782,0.8530978560447693
