threshold,recall,precision
2.4139881134033203e-05,1.0,0.1912290633191229
2.4318695068359375e-05,1.0,0.1912685762127872
2.4497509002685547e-05,1.0,0.19131101516130244
2.467632293701172e-05,1.0,0.19135193181055504
2.485513687133789e-05,1.0,0.19139320858477274
2.5093555450439453e-05,1.0,0.19143278934792476
2.5272369384765625e-05,1.0,0.19147358665430955
2.5451183319091797e-05,1.0,0.19151251457630641
2.568960189819336e-05,1.0,0.19154922764358734
2.586841583251953e-05,1.0,0.1915857831344732
2.6047229766845703e-05,1.0,0.1916304237752173
2.6285648345947266e-05,1.0,0.1916639179101802
2.6464462280273438e-05,1.0,0.19170137649963512
2.6702880859375e-05,1.0,0.1917385058759601
2.6881694793701172e-05,1.0,0.19177582163308685
2.7120113372802734e-05,1.0,0.19181470049220517
2.7298927307128906e-05,1.0,0.19184791483115704
2.753734588623047e-05,1.0,0.19188906148623364
2.777576446533203e-05,1.0,0.1919247132317303
2.7954578399658203e-05,1.0,0.19195762104010147
2.8192996978759766e-05,1.0,0.19199347065430833
2.8431415557861328e-05,1.0,0.1920336450209608
2.86102294921875e-05,1.0,0.19207573405768982
2.8848648071289062e-05,1.0,0.19211749632981198
2.9087066650390625e-05,1.0,0.19215288767155786
2.9325485229492188e-05,1.0,0.1921936470243515
2.956390380859375e-05,1.0,0.19223044891618601
2.9802322387695312e-05,1.0,0.19227245138810836
2.9981136322021484e-05,1.0,0.19230617035245023
3.0219554901123047e-05,1.0,0.1923402471636625
3.045797348022461e-05,1.0,0.19237641292495708
3.069639205932617e-05,1.0,0.19241570885190906
3.0934810638427734e-05,1.0,0.19245086374330164
3.11732292175293e-05,1.0,0.19248533839831847
3.147125244140625e-05,1.0,0.19252363879950374
3.170967102050781e-05,1.0,0.1925624746724301
3.1948089599609375e-05,1.0,0.19259855058626857
3.218650817871094e-05,1.0,0.19263949924595003
3.24249267578125e-05,1.0,0.1926815070591585
3.272294998168945e-05,1.0,0.19272023296119747
3.2961368560791016e-05,1.0,0.19275932196055948
3.319978713989258e-05,1.0,0.19280138205385755
3.349781036376953e-05,1.0,0.19284172136336827
3.3736228942871094e-05,1.0,0.19287807597284223
3.3974647521972656e-05,1.0,0.19291340003428273
3.427267074584961e-05,1.0,0.19295117454857505
3.451108932495117e-05,1.0,0.19299209912110168
3.4809112548828125e-05,1.0,0.19303478365273943
3.510713577270508e-05,1.0,0.19307068811866437
3.534555435180664e-05,1.0,0.19310991942577543
3.5643577575683594e-05,1.0,0.19314829434495367
3.594160079956055e-05,1.0,0.1931875572002526
3.618001937866211e-05,1.0,0.19322561377287445
3.647804260253906e-05,1.0,0.19326525742670903
3.6776065826416016e-05,1.0,0.193304917351076
3.707408905029297e-05,1.0,0.19334791521051342
3.737211227416992e-05,1.0,0.1933914569183044
3.7610530853271484e-05,1.0,0.19342941890032592
3.790855407714844e-05,1.0,0.19347072166422224
3.820657730102539e-05,1.0,0.19350783918915862
3.8504600524902344e-05,1.0,0.19354864988160667
3.88026237487793e-05,1.0,0.19358562205940533
3.916025161743164e-05,1.0,0.1936282188967508
3.9458274841308594e-05,1.0,0.19366820334930396
3.975629806518555e-05,1.0,0.19370451932823807
4.00543212890625e-05,1.0,0.19374629076757893
4.035234451293945e-05,1.0,0.19378228481322385
4.07099723815918e-05,1.0,0.19381864359308337
4.100799560546875e-05,1.0,0.19386327639462955
4.13060188293457e-05,1.0,0.19389984140240535
4.166364669799805e-05,1.0,0.19393501307375083
4.1961669921875e-05,1.0,0.19397705995906933
4.2319297790527344e-05,1.0,0.19401437203984975
4.267692565917969e-05,1.0,0.19405821446948926
4.297494888305664e-05,1.0,0.1940957339621922
4.3332576751708984e-05,1.0,0.194134149220126
4.363059997558594e-05,1.0,0.19416922963766084
4.398822784423828e-05,1.0,0.194210672590838
4.4345855712890625e-05,1.0,0.19424966274680802
4.470348358154297e-05,1.0,0.1942828431688771
4.506111145019531e-05,1.0,0.19432062617059387
4.5418739318847656e-05,1.0,0.19436089713000204
4.57763671875e-05,1.0,0.19439782684192056
4.6133995056152344e-05,1.0,0.19443547778455708
4.649162292480469e-05,1.0,0.19447951076121597
4.684925079345703e-05,1.0,0.19452037846831496
4.7206878662109375e-05,1.0,0.19455931606574023
4.756450653076172e-05,1.0,0.1945966754092035
4.792213439941406e-05,1.0,0.194634049102929
4.83393669128418e-05,1.0,0.1946730322256423
4.869699478149414e-05,1.0,0.19470954876366434
4.9114227294921875e-05,1.0,0.19475069059075223
4.947185516357422e-05,1.0,0.19478936556882
4.988908767700195e-05,1.0,0.1948301861005444
5.02467155456543e-05,1.0,0.1948664064571807
5.066394805908203e-05,1.0,0.19490388384027127
5.1021575927734375e-05,1.0,0.1949458187540228
5.143880844116211e-05,1.0,0.19498208212133095
5.1856040954589844e-05,1.0,0.19502031547122317
5.227327346801758e-05,1.0,0.1950587417524828
5.269050598144531e-05,1.0,0.1950989632422243
5.3048133850097656e-05,1.0,0.19513920132288484
5.346536636352539e-05,1.0,0.19517749632155623
5.3882598876953125e-05,1.0,0.19521954906987446
5.435943603515625e-05,1.0,0.1952568058316524
5.4776668548583984e-05,1.0,0.19529889276649456
5.519390106201172e-05,1.0,0.1953401056035664
5.561113357543945e-05,1.0,0.19538044322453432
5.608797073364258e-05,1.0,0.1954231192794703
5.650520324707031e-05,1.0,0.1954702810323503
5.692243576049805e-05,1.0,0.1955124600551342
5.739927291870117e-05,1.0,0.19555859185302857
5.7816505432128906e-05,1.0,0.19560349290971527
5.829334259033203e-05,1.0,0.19564322338155693
5.8770179748535156e-05,1.0,0.1956852980016088
5.918741226196289e-05,1.0,0.19573366140056514
5.9664249420166016e-05,1.0,0.1957804354155565
6.014108657836914e-05,1.0,0.1958252590782711
6.0617923736572266e-05,1.0,0.19586472088285728
6.109476089477539e-05,1.0,0.19591173705823178
6.157159805297852e-05,1.0,0.1959582370714264
6.204843521118164e-05,1.0,0.1960069151627593
6.252527236938477e-05,1.0,0.19605651623787432
6.300210952758789e-05,1.0,0.19610092689650618
6.35385513305664e-05,1.0,0.19614607737198692
6.401538848876953e-05,1.0,0.19619412879222312
6.455183029174805e-05,1.0,0.1962400425828714
6.502866744995117e-05,1.0,0.19628597786824675
6.556510925292969e-05,1.0,0.19633247545970306
6.604194641113281e-05,1.0,0.19637809333311293
6.657838821411133e-05,1.0,0.19642661938903458
6.711483001708984e-05,1.0,0.19647264207286258
6.759166717529297e-05,1.0,0.1965163384516978
6.812810897827148e-05,1.0,0.19656999239757642
6.866455078125e-05,1.0,0.19661716702680337
6.920099258422852e-05,1.0,0.19666309818117605
6.973743438720703e-05,1.0,0.19671683230619347
7.033348083496094e-05,1.0,0.19676733657243817
7.086992263793945e-05,1.0,0.19681080185553346
7.140636444091797e-05,1.0,0.19686352927529188
7.200241088867188e-05,1.0,0.19691501558607796
7.253885269165039e-05,1.0,0.19696235598409792
7.31348991394043e-05,1.0,0.1970104451993267
7.367134094238281e-05,1.0,0.19706364288176237
7.426738739013672e-05,1.0,0.19711341688698134
7.486343383789062e-05,1.0,0.19716048916005027
7.545948028564453e-05,1.0,0.19721394980350634
7.599592208862305e-05,1.0,0.19726398175618828
7.659196853637695e-05,1.0,0.19731859102838098
7.724761962890625e-05,1.0,0.1973748701973001
7.784366607666016e-05,1.0,0.19742334335694744
7.843971252441406e-05,1.0,0.1974822356402835
7.903575897216797e-05,1.0,0.1975380607493903
7.969141006469727e-05,1.0,0.19759209154820254
8.028745651245117e-05,1.0,0.19764633459871503
8.094310760498047e-05,1.0,0.19770462883517265
8.153915405273438e-05,1.0,0.19775875080460792
8.219480514526367e-05,1.0,0.19780869362506348
8.285045623779297e-05,1.0,0.1978612248221543
8.350610733032227e-05,1.0,0.1979218442382826
8.416175842285156e-05,1.0,0.19797993452239868
8.481740951538086e-05,1.0,0.19804484537514702
8.547306060791016e-05,1.0,0.19809750209139512
8.612871170043945e-05,1.0,0.19815753186000135
8.684396743774414e-05,1.0,0.1982113509139296
8.749961853027344e-05,1.0,0.19827402356318535
8.821487426757812e-05,1.0,0.1983389434649001
8.887052536010742e-05,1.0,0.19840464225536117
8.958578109741211e-05,1.0,0.19847204251772346
9.03010368347168e-05,1.0,0.19853488015821066
9.101629257202148e-05,1.0,0.1985994176623835
9.173154830932617e-05,1.0,0.19866362799357457
9.244680404663086e-05,1.0,0.19872326267815588
9.316205978393555e-05,1.0,0.19878182441873113
9.387731552124023e-05,1.0,0.19884467349286336
9.459257125854492e-05,1.0,0.19890811740016967
9.5367431640625e-05,1.0,0.19897345327081498
9.608268737792969e-05,1.0,0.19903586780275034
9.685754776000977e-05,1.0,0.19910499543279506
9.763240814208984e-05,1.0,0.19916916212981375
9.840726852416992e-05,1.0,0.19922947199731667
9.918212890625e-05,1.0,0.19929539068070293
9.995698928833008e-05,1.0,0.19936060951869503
0.00010073184967041016,1.0,0.19942326721361775
0.00010150671005249023,1.0,0.19948373109237427
0.00010228157043457031,1.0,0.1995485146149496
0.00010311603546142578,1.0,0.19961688077094344
0.00010389089584350586,1.0,0.19968753151766672
0.00010472536087036133,1.0,0.19975095470477017
0.0001055598258972168,1.0,0.19981908621719185
0.00010639429092407227,1.0,0.19989380428391276
0.00010722875595092773,1.0,0.19996390323823487
0.0001080632209777832,1.0,0.2000340513745436
0.00010889768600463867,1.0,0.2001102412017601
0.00010973215103149414,1.0,0.20017636931960198
0.000110626220703125,1.0,0.2002453539605467
0.00011146068572998047,1.0,0.20031663801623473
0.00011235475540161133,1.0,0.20038834842275624
0.00011324882507324219,1.0,0.20046292910940988
0.00011414289474487305,1.0,0.20053267561649232
0.0001150369644165039,1.0,0.200616586090786
0.00011593103408813477,1.0,0.20068775803831285
0.00011682510375976562,1.0,0.20076652022912983
0.00011771917343139648,1.0,0.20084836268444045
0.00011867284774780273,1.0,0.20091705621197528
0.00011962652206420898,1.0,0.20099146427091
0.00012052059173583984,1.0,0.2010644149713915
0.0001214742660522461,1.0,0.20113533749717813
0.00012242794036865234,1.0,0.20120820336207992
0.0001233816146850586,1.0,0.2012820693842396
0.00012433528900146484,1.0,0.20135693770893168
0.0001252889633178711,1.0,0.20143262075962437
0.00012636184692382812,1.0,0.2015113991043561
0.00012731552124023438,1.0,0.20158643815973928
0.00012826919555664062,1.0,0.20166115275362428
0.00012934207916259766,1.0,0.20173420984108895
0.0001302957534790039,1.0,0.20180617712955815
0.00013136863708496094,1.0,0.2018799111403995
0.0001323223114013672,1.0,0.20195064731948908
0.00013339519500732422,1.0,0.20202448695770478
0.00013446807861328125,1.0,0.20210430208038957
0.00013554096221923828,1.0,0.2021738575476595
0.0001366138458251953,1.0,0.2022474779480059
0.00013768672943115234,1.0,0.20232498067404758
0.00013875961303710938,1.0,0.202399094352767
0.0001398324966430664,1.0,0.20247728852334212
0.00014090538024902344,1.0,0.20255400815024335
0.00014197826385498047,1.0,0.2026359705358082
0.00014317035675048828,1.0,0.20271723055220586
0.0001442432403564453,1.0,0.20279932511188858
0.00014543533325195312,1.0,0.2028851436167336
0.00014650821685791016,1.0,0.20297180543729906
0.00014770030975341797,1.0,0.20305449200054698
0.00014889240264892578,1.0,0.20313666702766173
0.0001499652862548828,1.0,0.2032216124979329
0.00015115737915039062,1.0,0.20330237652454677
0.00015234947204589844,1.0,0.20338146377281646
0.00015354156494140625,1.0,0.20346332291741995
0.00015473365783691406,1.0,0.20354854185942908
0.00015592575073242188,1.0,0.20363363829509645
0.00015723705291748047,1.0,0.20371958225438583
0.00015842914581298828,1.0,0.20380754131079384
0.0001596212387084961,1.0,0.20389363215598177
0.0001609325408935547,1.0,0.2039807686804224
0.00016224384307861328,1.0,0.20405882684139257
0.0001634359359741211,1.0,0.20414941800073322
0.0001647472381591797,1.0,0.20424223552650178
0.00016605854034423828,1.0,0.20433045133473993
0.00016736984252929688,1.0,0.20442441073980774
0.00016868114471435547,1.0,0.20451513125615106
0.00016999244689941406,1.0,0.20460377878438193
0.00017130374908447266,1.0,0.20469093565040258
0.00017261505126953125,1.0,0.20478659981899414
0.00017404556274414062,1.0,0.20486939792650105
0.00017535686492919922,1.0,0.20495363811853382
0.0001767873764038086,1.0,0.20505426725303558
0.0001780986785888672,1.0,0.20514436692684948
0.00017952919006347656,1.0,0.2052339548646737
0.00018095970153808594,1.0,0.20531632661879207
0.0001823902130126953,1.0,0.20541158975895976
0.0001838207244873047,1.0,0.2054978564241445
0.00018525123596191406,1.0,0.20558834642671375
0.00018668174743652344,1.0,0.20567931183407992
0.0001881122589111328,1.0,0.20576798163945784
0.00018966197967529297,1.0,0.2058597006706318
0.00019109249114990234,1.0,0.20595169986650716
0.0001926422119140625,1.0,0.20604060473497077
0.00019407272338867188,1.0,0.2061319708873572
0.00019562244415283203,1.0,0.20622978267033673
0.0001971721649169922,1.0,0.20632828458754318
0.00019872188568115234,1.0,0.20641731568968913
0.0002002716064453125,1.0,0.20651140959820136
0.00020182132720947266,1.0,0.20660479083572952
0.0002033710479736328,1.0,0.20670465047038308
0.00020503997802734375,1.0,0.20679740660649973
0.0002065896987915039,1.0,0.2068896455037052
0.00020825862884521484,1.0,0.20698577348507508
0.00020992755889892578,1.0,0.20708560072750304
0.00021147727966308594,1.0,0.20719114536450375
0.00021314620971679688,1.0,0.20728755378952604
0.0002148151397705078,1.0,0.20737801820743912
0.00021660327911376953,1.0,0.2074711784944317
0.00021827220916748047,1.0,0.20756804924998035
0.0002199411392211914,1.0,0.2076589603795976
0.00022172927856445312,1.0,0.20775903445890406
0.00022339820861816406,1.0,0.20784809265298385
0.00022518634796142578,1.0,0.20795057367754635
0.0002269744873046875,1.0,0.20804202267699007
0.00022876262664794922,1.0,0.20813861696463423
0.00023055076599121094,1.0,0.20823144812837974
0.00023233890533447266,1.0,0.2083229414286271
0.00023412704467773438,1.0,0.2084183748062809
0.0002359151840209961,1.0,0.2085185723326803
0.0002378225326538086,1.0,0.20861560975609755
0.0002397298812866211,1.0,0.20870845956835432
0.0002415180206298828,1.0,0.20879894541548677
0.0002434253692626953,1.0,0.20888583670191876
0.0002453327178955078,1.0,0.20898015269562906
0.0002472400665283203,1.0,0.20907107875009656
0.0002491474151611328,1.0,0.20916494833259644
0.0002512931823730469,1.0,0.2092677083516832
0.0002532005310058594,1.0,0.2093549903072314
0.0002551078796386719,1.0,0.20944788412883586
0.00025725364685058594,1.0,0.20954969027793158
0.00025916099548339844,1.0,0.20963946846746156
0.0002613067626953125,1.0,0.20973508355328785
0.000263214111328125,1.0,0.20982728556415045
0.00026535987854003906,1.0,0.2099241025278541
0.00026726722717285156,1.0,0.21002183399680005
0.0002694129943847656,1.0,0.2101161465293609
0.0002715587615966797,1.0,0.21021715685648024
0.00027370452880859375,1.0,0.21031040383972305
0.0002758502960205078,1.0,0.210407667253781
0.0002779960632324219,1.0,0.2105064712987784
0.00028014183044433594,1.0,0.2106018419572692
0.00028252601623535156,1.0,0.21068961779862252
0.0002846717834472656,1.0,0.2107822455996467
