epoch,dice
1,0.15000000000700342
2,0.429073266685009
3,0.32370730936527253
4,0.47999686002731323
5,0.5598665833473205
6,0.5210581511259079
7,0.8016680717468262
8,0.7120349287986756
9,0.7604161500930786
10,0.7221250534057617
11,0.6317131757736206
12,0.783999752998352
13,0.6939598560333252
14,0.8957291722297669
15,0.8129186153411865
16,0.6843211710453033
17,0.7633434653282165
18,0.7198708653450012
19,0.6950411558151245
20,0.7714069485664368
21,0.882459306716919
22,0.815092396736145
23,0.711238420009613
24,0.7977816104888916
25,0.791507625579834
26,0.7633326649665833
27,0.7184927821159363
28,0.7232086300849915
29,0.7005143225193023
30,0.8005109429359436
31,0.7848505020141602
32,0.7157566666603088
33,0.8329294919967651
34,0.7511841475963592
35,0.6882855951786041
36,0.8716845989227295
37,0.8344369411468506
38,0.778036642074585
39,0.7939900040626526
40,0.628961706161499
41,0.8334960460662841
42,0.6547833681106567
43,0.6695451974868775
44,0.8387112379074096
45,0.8193455934524536
46,0.831370735168457
47,0.9077913761138916
48,0.8612997531890869
49,0.7358578443527222
50,0.8162302613258362
51,0.84272620677948
52,0.7490657091140747
53,0.8205612659454345
54,0.824853265285492
55,0.8116904854774475
56,0.7641419768333435
57,0.748034942150116
58,0.7961708664894104
59,0.7359770655632019
60,0.8293291807174683
61,0.6791653275489807
62,0.8063259363174439
63,0.8229791164398194
64,0.7451055884361267
65,0.9043170809745789
66,0.8677685379981994
67,0.8541407585144043
68,0.7480270743370057
69,0.7398032665252685
70,0.7983448028564453
71,0.7378946304321289
72,0.7722347259521485
73,0.77562255859375
74,0.7782948970794678
75,0.8738553166389466
76,0.8571530818939209
77,0.8224788665771484
78,0.6742156744003296
79,0.8071521639823913
80,0.8327598333358764
81,0.8378027319908142
82,0.7878583788871765
83,0.8845544815063476
84,0.8633582592010498
85,0.7504161834716797
86,0.7721790671348572
87,0.798673951625824
88,0.8492628574371338
89,0.87772057056427
90,0.8781012296676636
91,0.9226885437965393
92,0.8530978560447693
93,0.8159358620643615
94,0.7734845757484436
95,0.9277693510055542
96,0.7830430746078492
97,0.8239158511161804
98,0.8984003663063049
99,0.9361759424209595
100,0.8177618980407715
