epoch,train_loss,val_loss,dice
1,0.5526802605245171,0.4261190891265869,0.29871046245098115
2,0.3534241620360351,0.41559015214443207,0.4249563217163086
3,0.3170463199295649,0.2930680438876152,0.6709777772426605
4,0.29895903097420207,0.2617002248764038,0.665416419506073
5,0.23646609457891163,0.28094676733016966,0.5797551155090332
6,0.2505701051616087,0.24105149805545806,0.5946872770786286
7,0.23083322576996756,0.44977864921092986,0.37836992740631104
8,0.24032398794845836,0.172980135679245,0.7630597352981567
9,0.24578770767988228,0.25497480034828185,0.6478362083435059
10,0.22210781149021008,0.2518629193305969,0.6353669822216034
11,0.2173902879400951,0.14522880017757417,0.7414068222045899
12,0.2323536692050899,0.21850584745407103,0.5559144973754883
13,0.23539704902143013,0.21253901422023774,0.8618401288986206
14,0.2092451410504376,0.18196265399456024,0.7272387862205505
15,0.194836474591639,0.3123270273208618,0.6371033906936645
16,0.17275782515544716,0.15463787317276,0.8269220352172851
17,0.19453745130903838,0.15163638293743134,0.6452408015727997
18,0.17808317061422801,0.2695311725139618,0.7696337938308716
19,0.1879749426322921,0.15653126835823059,0.6924703001976014
20,0.17170072585435175,0.13577602207660674,0.7539897799491883
21,0.19748413644549323,0.17035384178161622,0.549835592508316
22,0.2081997425227267,0.16857237704098224,0.6567322492599488
23,0.19591086821221723,0.14266365319490432,0.7257798790931702
24,0.2209507961098741,0.23715124428272247,0.6343509018421173
25,0.2148257536223022,0.2476198375225067,0.7700901865959168
26,0.2031732642250817,0.17979679331183435,0.8050158262252808
27,0.17455818186082492,0.14353237599134444,0.6328442394733429
28,0.19624683024679743,0.12471730709075927,0.7971668124198914
29,0.18999967496933007,0.20872631818056106,0.7673978447914124
30,0.16828765965453008,0.17311752289533616,0.701675271987915
31,0.16135370127129844,0.1595344215631485,0.8077319145202637
32,0.19724716591398891,0.11776717454195022,0.6139794230461121
33,0.16112227615241598,0.18679323121905328,0.7463499903678894
34,0.17417647739554323,0.16812314391136168,0.7716146647930145
35,0.22750633010050145,0.17807695865631104,0.7328566551208496
36,0.16664265959364613,0.11816327869892121,0.7542177677154541
37,0.1665625012048134,0.17207601070404052,0.5618043720722199
38,0.19338803065986168,0.26751092076301575,0.7020810365676879
39,0.17078981307056937,0.21591991782188416,0.7545715928077698
40,0.1646328273615459,0.17627885043621064,0.6881295025348664
41,0.1759905610687849,0.173254331946373,0.8262595057487487
42,0.16310925709038246,0.1529413267970085,0.8045840740203858
43,0.16453944791744396,0.13661170974373818,0.768580186367035
44,0.15493424268575703,0.12232913821935654,0.7761164546012879
45,0.18707720176657525,0.14222340285778046,0.7213187217712402
46,0.17818843918602642,0.16968293637037277,0.8042276978492737
47,0.1471872003521861,0.1378403514623642,0.7462100744247436
48,0.1968702678909389,0.1565573439002037,0.8555419087409973
49,0.17381071426519534,0.13480308055877685,0.71781907081604
50,0.16466474333187428,0.10250046998262405,0.7437847971916198
51,0.17292529076519536,0.1611049860715866,0.6604364395141602
52,0.15599469772381028,0.1336740419268608,0.8441887259483337
53,0.17668736299000135,0.16367176920175552,0.792634654045105
54,0.17731077469340184,0.15389880985021592,0.6383541584014892
55,0.15242293048877179,0.20135620553046465,0.7453964471817016
56,0.17579235027476056,0.17742819786071778,0.6506467461585999
57,0.16296244844249108,0.09182271063327789,0.8302529931068421
58,0.16996989235645388,0.13178791478276253,0.7243468225002289
59,0.12771067940970746,0.13503565043210983,0.8078705906867981
60,0.16797998406719872,0.14016008377075195,0.8512853741645813
61,0.16865326623182472,0.17390909036621452,0.7232545137405395
62,0.16165812234053525,0.1829831287264824,0.6176697969436645
63,0.1600110129248805,0.12071210220456123,0.8652527809143067
64,0.17824381796597707,0.16552680879831314,0.6516087651252747
65,0.15287217968029948,0.13736302740871906,0.8783830285072327
66,0.17650520538048045,0.1503022149205208,0.8024483919143677
67,0.1455848056527718,0.14214443862438203,0.798035180568695
68,0.16503156919214057,0.22847332656383515,0.7683015584945678
69,0.190331393489387,0.20781903862953185,0.7767801642417907
70,0.14805892764068232,0.14740225225687026,0.6632709622383117
71,0.13824305812850957,0.13487385660409928,0.695765745639801
72,0.15014922995938035,0.10803021937608719,0.8321165680885315
73,0.1586969235866535,0.12966773435473442,0.7299533367156983
74,0.15381764175324905,0.16021749675273894,0.6912674903869629
75,0.13970573362326477,0.14849728345870972,0.7483273863792419
76,0.1911585741653675,0.16599125862121583,0.7717393517494202
77,0.1516779467190911,0.1448868714272976,0.7896058559417725
78,0.11507699731737375,0.09690717607736588,0.7832887768745422
79,0.17214297843960727,0.14495442658662797,0.7133944749832153
80,0.14853219953138472,0.14333750158548356,0.8333856105804444
81,0.14419272546542855,0.16064959317445754,0.8408809661865234
82,0.1357720532886139,0.17690695747733115,0.6789664387702942
83,0.12717282460866178,0.15702346265316008,0.7612712621688843
84,0.13941648502538845,0.21679701209068297,0.7486119151115418
85,0.16304459486429285,0.15331851169466973,0.7688826560974121
86,0.1527760428399211,0.13714374899864196,0.8504038691520691
87,0.14386439441544255,0.17769622951745986,0.6976390719413758
88,0.17278056037498685,0.13805277049541473,0.8327024102210998
89,0.11743255236708536,0.12605262398719788,0.8292149186134339
90,0.13235416401904532,0.18225777819752692,0.8311824202537537
91,0.1588993877535913,0.11009453907608986,0.8666797041893005
