epoch,train_loss,val_loss,dice
1,0.6008239533843064,0.4101536929607391,0.1301000942300997
2,0.41428222525410535,0.37494337260723115,0.4256160110235214
3,0.3276219218969345,0.27279222309589385,0.5314730942249298
4,0.31608732480828355,0.21612942218780518,0.6087864965200425
5,0.2551487637002294,0.20128522217273712,0.7080541968345642
6,0.2595426396625798,0.22220029830932617,0.6657213926315307
7,0.23844289452564427,0.28755242973566053,0.5551666349172593
8,0.2716677348788192,0.1338438108563423,0.6245054483413697
9,0.22954414339690674,0.19114244282245635,0.5393732488155365
10,0.2119758739704039,0.182403002679348,0.6961495637893677
11,0.20643166707056324,0.20814344063401222,0.6467851281166077
12,0.2157029557927716,0.1591562956571579,0.6757330417633056
13,0.1876776925310856,0.15163555070757867,0.6588552594184875
14,0.22246064354733722,0.1571387119591236,0.77490314245224
15,0.17948276217936016,0.08844375684857368,0.8103973627090454
16,0.1963037918435364,0.2213475327938795,0.6051348328590394
17,0.2315740930143653,0.19677963256835937,0.7425140619277955
18,0.2466854609367324,0.18749148547649383,0.57722909450531
19,0.20305696375122884,0.31528604701161383,0.609959065914154
20,0.20670074151783455,0.13935626596212386,0.6386461615562439
21,0.17180120454328815,0.1730165785178542,0.6314812541007996
22,0.20512183737464068,0.1708213858306408,0.6706982791423798
23,0.19314619071963357,0.1714308962225914,0.7005918741226196
24,0.20359751600317838,0.1843922187574208,0.7699674725532532
25,0.1729444191768402,0.16971956193447113,0.7293745756149292
26,0.17434340951646246,0.23216745294630528,0.6482900321483612
27,0.16279989026668595,0.20526267793029546,0.703976309299469
28,0.17764165820326747,0.1156263567507267,0.7289811730384826
29,0.15963344634851304,0.2202526107430458,0.7379144549369812
30,0.1663174678276225,0.28911158740520476,0.6599698960781097
31,0.1951018359920964,0.17342329919338226,0.7463607788085938
32,0.1869766654946455,0.24928223788738252,0.5722531318664551
33,0.16277657553735303,0.1626947839744389,0.6991328179836274
34,0.20423492353136946,0.11379857938736677,0.7101973712444305
35,0.21010301907251522,0.17099854201078415,0.5945458889007569
36,0.18385650126672373,0.13513312265276908,0.6628583014011383
37,0.1848991818998645,0.16632020995020866,0.7814942598342896
38,0.18101806811443188,0.1212218134663999,0.7914729475975036
39,0.20407402960628998,0.12902510315179824,0.7384424924850463
40,0.1844902934461105,0.1972866803407669,0.6346555829048157
41,0.1644469654051269,0.13914606301113963,0.6818414092063904
42,0.14976816737978924,0.1855806902050972,0.7039729833602906
43,0.16085746230148687,0.13132507503032684,0.7951482176780701
44,0.19337610827713478,0.12636147066950798,0.8146696567535401
45,0.15297345762572637,0.10122112110257149,0.7069067001342774
46,0.23064626094589874,0.16902176290750504,0.6686192214488983
47,0.15282828283564345,0.21500157229602337,0.7785144925117493
48,0.17082483957453473,0.14687282592058182,0.8650193810462952
